bill_id,document_id,document_type,document_size,document_mime,document_desc,url,state_link
1917286,3054326,text,56294,text/html,Introduced,https://legiscan.com/IA/text/HF1/id/3054326,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF1.html
1917571,3054594,text,25783,text/html,Introduced,https://legiscan.com/IA/text/HF2/id/3054594,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF2.html
1917017,3054076,text,32172,text/html,Introduced,https://legiscan.com/IA/text/HF3/id/3054076,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF3.html
1917267,3054307,text,39269,text/html,Introduced,https://legiscan.com/IA/text/HF4/id/3054307,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF4.html
1917448,3054477,text,92356,text/html,Introduced,https://legiscan.com/IA/text/HF5/id/3054477,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF5.html
1917109,3054162,text,66300,text/html,Introduced,https://legiscan.com/IA/text/HF6/id/3054162,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF6.html
1917320,3054357,text,194480,text/html,Introduced,https://legiscan.com/IA/text/HF7/id/3054357,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF7.html
1917559,3054582,text,53187,text/html,Introduced,https://legiscan.com/IA/text/HF8/id/3054582,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF8.html
1917398,3054429,text,55782,text/html,Introduced,https://legiscan.com/IA/text/HF9/id/3054429,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF9.html
1917213,3054256,text,23134,text/html,Introduced,https://legiscan.com/IA/text/HF10/id/3054256,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF10.html
1917306,3054343,text,31604,text/html,Introduced,https://legiscan.com/IA/text/HF11/id/3054343,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF11.html
1917428,3054458,text,31968,text/html,Introduced,https://legiscan.com/IA/text/HF12/id/3054458,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF12.html
1917538,3054562,text,22754,text/html,Introduced,https://legiscan.com/IA/text/HF13/id/3054562,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF13.html
1917199,3054242,text,25413,text/html,Introduced,https://legiscan.com/IA/text/HF14/id/3054242,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF14.html
1917140,3054190,text,97157,text/html,Introduced,https://legiscan.com/IA/text/HF15/id/3054190,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF15.html
1917157,3054205,text,22236,text/html,Introduced,https://legiscan.com/IA/text/HF16/id/3054205,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF16.html
1917031,3054090,text,46914,text/html,Introduced,https://legiscan.com/IA/text/HF17/id/3054090,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF17.html
1917080,3054134,text,19815,text/html,Introduced,https://legiscan.com/IA/text/HF18/id/3054134,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF18.html
1917414,3054444,text,18813,text/html,Introduced,https://legiscan.com/IA/text/HF19/id/3054444,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF19.html
1917505,3054531,text,14322,text/html,Introduced,https://legiscan.com/IA/text/HF20/id/3054531,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF20.html
1917622,3054640,text,39560,text/html,Introduced,https://legiscan.com/IA/text/HF21/id/3054640,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF21.html
1917521,3054547,text,32055,text/html,Introduced,https://legiscan.com/IA/text/HF22/id/3054547,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF22.html
1917360,3054393,text,14256,text/html,Introduced,https://legiscan.com/IA/text/HF23/id/3054393,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF23.html
1917467,3054496,text,36166,text/html,Introduced,https://legiscan.com/IA/text/HF24/id/3054496,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF24.html
1917235,3054277,text,43744,text/html,Introduced,https://legiscan.com/IA/text/HF25/id/3054277,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF25.html
1917378,3054410,text,36215,text/html,Introduced,https://legiscan.com/IA/text/HF26/id/3054410,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF26.html
1917095,3054148,text,17569,text/html,Introduced,https://legiscan.com/IA/text/HF27/id/3054148,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF27.html
1917250,3054291,text,454400,text/html,Introduced,https://legiscan.com/IA/text/HF28/id/3054291,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF28.html
1917127,3054177,text,14701,text/html,Introduced,https://legiscan.com/IA/text/HF29/id/3054177,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF29.html
1917343,3054377,text,60703,text/html,Introduced,https://legiscan.com/IA/text/HF30/id/3054377,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF30.html
1917483,3054510,text,105739,text/html,Introduced,https://legiscan.com/IA/text/HF31/id/3054510,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF31.html
1918981,3055955,text,58378,text/html,Introduced,https://legiscan.com/IA/text/HF32/id/3055955,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF32.html
1918561,3055564,text,54853,text/html,Introduced,https://legiscan.com/IA/text/HF33/id/3055564,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF33.html
1918719,3055708,text,83005,text/html,Introduced,https://legiscan.com/IA/text/HF34/id/3055708,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF34.html
1918692,3055683,text,23658,text/html,Introduced,https://legiscan.com/IA/text/HF35/id/3055683,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF35.html
1918997,3055970,text,38255,text/html,Introduced,https://legiscan.com/IA/text/HF36/id/3055970,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF36.html
1918759,3055744,text,16044,text/html,Introduced,https://legiscan.com/IA/text/HF37/id/3055744,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF37.html
1918505,3055510,text,262119,text/html,Introduced,https://legiscan.com/IA/text/HF38/id/3055510,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF38.html
1918576,3055578,text,56763,text/html,Introduced,https://legiscan.com/IA/text/HF39/id/3055578,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF39.html
1918669,3055662,text,97864,text/html,Introduced,https://legiscan.com/IA/text/HF40/id/3055662,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF40.html
1918701,3055691,text,32562,text/html,Introduced,https://legiscan.com/IA/text/HF41/id/3055691,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF41.html
1918938,3055915,text,22730,text/html,Introduced,https://legiscan.com/IA/text/HF42/id/3055915,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF42.html
1918907,3055885,text,25462,text/html,Introduced,https://legiscan.com/IA/text/HF43/id/3055885,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF43.html
1918650,3055645,text,34539,text/html,Introduced,https://legiscan.com/IA/text/HF44/id/3055645,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF44.html
1918956,3055932,text,17692,text/html,Introduced,https://legiscan.com/IA/text/HF45/id/3055932,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF45.html
1918737,3055724,text,33631,text/html,Introduced,https://legiscan.com/IA/text/HF46/id/3055724,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF46.html
1919056,3056024,text,29761,text/html,Introduced,https://legiscan.com/IA/text/HF47/id/3056024,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF47.html
1918768,3055754,text,40718,text/html,Introduced,https://legiscan.com/IA/text/HF48/id/3055754,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF48.html
1918965,3055940,text,77947,text/html,Introduced,https://legiscan.com/IA/text/HF49/id/3055940,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF49.html
1918747,3055733,text,23731,text/html,Introduced,https://legiscan.com/IA/text/HF50/id/3055733,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF50.html
1918799,3055782,text,114436,text/html,Introduced,https://legiscan.com/IA/text/HF51/id/3055782,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF51.html
1918820,3055802,text,104249,text/html,Introduced,https://legiscan.com/IA/text/HF52/id/3055802,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF52.html
1918838,3055819,text,28719,text/html,Introduced,https://legiscan.com/IA/text/HF53/id/3055819,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF53.html
1919025,3055995,text,28801,text/html,Introduced,https://legiscan.com/IA/text/HF54/id/3055995,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF54.html
1918986,3055960,text,42671,text/html,Introduced,https://legiscan.com/IA/text/HF55/id/3055960,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF55.html
1919005,3055977,text,38737,text/html,Introduced,https://legiscan.com/IA/text/HF56/id/3055977,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF56.html
1919906,3057047,text,139312,text/html,Introduced,https://legiscan.com/IA/text/HF57/id/3057047,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF57.html
1919838,3056987,text,75684,text/html,Introduced,https://legiscan.com/IA/text/HF58/id/3056987,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF58.html
1919610,3056782,text,146894,text/html,Introduced,https://legiscan.com/IA/text/HF59/id/3056782,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF59.html
1919722,3056881,text,25528,text/html,Introduced,https://legiscan.com/IA/text/HF60/id/3056881,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF60.html
1919884,3057029,text,45982,text/html,Introduced,https://legiscan.com/IA/text/HF61/id/3057029,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF61.html
1919470,3056656,text,26790,text/html,Introduced,https://legiscan.com/IA/text/HF62/id/3056656,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF62.html
1919700,3056863,text,33408,text/html,Introduced,https://legiscan.com/IA/text/HF63/id/3056863,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF63.html
1919359,3056557,text,20139,text/html,Introduced,https://legiscan.com/IA/text/HF64/id/3056557,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF64.html
1919491,3056675,text,20244,text/html,Introduced,https://legiscan.com/IA/text/HF65/id/3056675,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF65.html
1919746,3056905,text,152908,text/html,Introduced,https://legiscan.com/IA/text/HF66/id/3056905,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF66.html
1919635,3056804,text,15662,text/html,Introduced,https://legiscan.com/IA/text/HF67/id/3056804,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF67.html
1922937,3060002,text,19055,text/html,Introduced,https://legiscan.com/IA/text/HF68/id/3060002,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF68.html
1922660,3059776,text,36937,text/html,Introduced,https://legiscan.com/IA/text/HF69/id/3059776,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF69.html
1923099,3060136,text,50303,text/html,Introduced,https://legiscan.com/IA/text/HF70/id/3060136,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF70.html
1923213,3060231,text,15934,text/html,Introduced,https://legiscan.com/IA/text/HF71/id/3060231,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF71.html
1923015,3060068,text,37630,text/html,Introduced,https://legiscan.com/IA/text/HF72/id/3060068,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF72.html
1923060,3060104,text,71360,text/html,Introduced,https://legiscan.com/IA/text/HF73/id/3060104,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF73.html
1922980,3060036,text,25918,text/html,Introduced,https://legiscan.com/IA/text/HF74/id/3060036,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF74.html
1923140,3060170,text,73148,text/html,Introduced,https://legiscan.com/IA/text/HF75/id/3060170,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF75.html
1922703,3059811,text,60249,text/html,Introduced,https://legiscan.com/IA/text/HF76/id/3059811,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF76.html
1922864,3059943,text,57678,text/html,Introduced,https://legiscan.com/IA/text/HF77/id/3059943,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF77.html
1922623,3059748,text,37650,text/html,Introduced,https://legiscan.com/IA/text/HF78/id/3059748,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF78.html
1922818,3059906,text,40582,text/html,Introduced,https://legiscan.com/IA/text/HF79/id/3059906,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF79.html
1922546,3059686,text,50778,text/html,Introduced,https://legiscan.com/IA/text/HF80/id/3059686,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF80.html
1922584,3059718,text,50145,text/html,Introduced,https://legiscan.com/IA/text/HF81/id/3059718,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF81.html
1922741,3059841,text,13516,text/html,Introduced,https://legiscan.com/IA/text/HF82/id/3059841,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF82.html
1926907,3064267,text,108565,text/html,Introduced,https://legiscan.com/IA/text/HF83/id/3064267,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF83.html
1926933,3064283,text,20190,text/html,Introduced,https://legiscan.com/IA/text/HF84/id/3064283,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF84.html
1926968,3064308,text,187460,text/html,Introduced,https://legiscan.com/IA/text/HF85/id/3064308,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF85.html
1926918,3064273,text,53800,text/html,Introduced,https://legiscan.com/IA/text/HF86/id/3064273,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF86.html
1927082,3064387,text,52721,text/html,Introduced,https://legiscan.com/IA/text/HF87/id/3064387,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF87.html
1926997,3064329,text,158944,text/html,Introduced,https://legiscan.com/IA/text/HF88/id/3064329,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF88.html
1927046,3064362,text,35775,text/html,Introduced,https://legiscan.com/IA/text/HF89/id/3064362,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF89.html
1926983,3064319,text,24193,text/html,Introduced,https://legiscan.com/IA/text/HF90/id/3064319,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF90.html
1927059,3064372,text,409104,text/html,Introduced,https://legiscan.com/IA/text/HF91/id/3064372,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF91.html
1927016,3064342,text,24139,text/html,Introduced,https://legiscan.com/IA/text/HF92/id/3064342,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF92.html
1931592,3069139,text,26891,text/html,Introduced,https://legiscan.com/IA/text/HF93/id/3069139,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF93.html
1931193,3068841,text,30845,text/html,Introduced,https://legiscan.com/IA/text/HF94/id/3068841,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF94.html
1931472,3069050,text,14976,text/html,Introduced,https://legiscan.com/IA/text/HF95/id/3069050,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF95.html
1934462,3071695,text,75488,text/html,Introduced,https://legiscan.com/IA/text/HF96/id/3071695,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF96.html
1934176,3071424,text,49787,text/html,Introduced,https://legiscan.com/IA/text/HF97/id/3071424,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF97.html
1934438,3071672,text,32939,text/html,Introduced,https://legiscan.com/IA/text/HF98/id/3071672,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF98.html
1933996,3071253,text,63914,text/html,Introduced,https://legiscan.com/IA/text/HF99/id/3071253,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF99.html
1933907,3071170,text,71559,text/html,Introduced,https://legiscan.com/IA/text/HF100/id/3071170,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF100.html
1934220,3071465,text,16202,text/html,Introduced,https://legiscan.com/IA/text/HF101/id/3071465,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF101.html
1934503,3071735,text,126546,text/html,Introduced,https://legiscan.com/IA/text/HF102/id/3071735,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF102.html
1933889,3071154,text,100755,text/html,Introduced,https://legiscan.com/IA/text/HF103/id/3071154,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF103.html
1933974,3071232,text,22561,text/html,Introduced,https://legiscan.com/IA/text/HF104/id/3071232,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF104.html
1934242,3071485,text,15459,text/html,Introduced,https://legiscan.com/IA/text/HF105/id/3071485,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF105.html
1933929,3071191,text,21603,text/html,Introduced,https://legiscan.com/IA/text/HF106/id/3071191,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF106.html
1934313,3071551,text,28512,text/html,Introduced,https://legiscan.com/IA/text/HF107/id/3071551,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF107.html
1934197,3071444,text,13252,text/html,Introduced,https://legiscan.com/IA/text/HF108/id/3071444,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF108.html
1934419,3071653,text,19474,text/html,Introduced,https://legiscan.com/IA/text/HF109/id/3071653,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF109.html
1934086,3071338,text,14724,text/html,Introduced,https://legiscan.com/IA/text/HF110/id/3071338,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF110.html
1934288,3071528,text,52786,text/html,Introduced,https://legiscan.com/IA/text/HF111/id/3071528,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF111.html
1936859,3074305,text,17082,text/html,Introduced,https://legiscan.com/IA/text/HF112/id/3074305,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF112.html
1936837,3074291,text,60031,text/html,Introduced,https://legiscan.com/IA/text/HF113/id/3074291,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF113.html
1936969,3074386,text,36985,text/html,Introduced,https://legiscan.com/IA/text/HF114/id/3074386,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF114.html
1937145,3074515,text,89430,text/html,Introduced,https://legiscan.com/IA/text/HF115/id/3074515,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF115.html
1937067,3074457,text,11942,text/html,Introduced,https://legiscan.com/IA/text/HF116/id/3074457,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF116.html
1937055,3074448,text,76882,text/html,Introduced,https://legiscan.com/IA/text/HF117/id/3074448,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF117.html
1937055,3219991,text,53810,text/html,Enrolled,https://legiscan.com/IA/text/HF117/id/3219991,https://www.legis.iowa.gov/docs/publications/LGE/91/attachments/HF117.html
1936942,3074366,text,39161,text/html,Introduced,https://legiscan.com/IA/text/HF118/id/3074366,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF118.html
1936942,3208655,text,27050,text/html,Enrolled,https://legiscan.com/IA/text/HF118/id/3208655,https://www.legis.iowa.gov/docs/publications/LGE/91/attachments/HF118.html
1942182,3083206,text,65238,text/html,Introduced,https://legiscan.com/IA/text/HF119/id/3083206,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF119.html
1942099,3083128,text,19993,text/html,Introduced,https://legiscan.com/IA/text/HF120/id/3083128,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF120.html
1942020,3083053,text,29440,text/html,Introduced,https://legiscan.com/IA/text/HF121/id/3083053,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF121.html
1941892,3082933,text,48112,text/html,Introduced,https://legiscan.com/IA/text/HF122/id/3082933,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF122.html
1941918,3082957,text,287941,text/html,Introduced,https://legiscan.com/IA/text/HF123/id/3082957,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF123.html
1941993,3083028,text,132996,text/html,Introduced,https://legiscan.com/IA/text/HF124/id/3083028,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF124.html
1942151,3083176,text,241832,text/html,Introduced,https://legiscan.com/IA/text/HF125/id/3083176,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF125.html
1941969,3083006,text,51056,text/html,Introduced,https://legiscan.com/IA/text/HF126/id/3083006,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF126.html
1942211,3083234,text,114112,text/html,Introduced,https://legiscan.com/IA/text/HF127/id/3083234,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF127.html
1942050,3083079,text,154076,text/html,Introduced,https://legiscan.com/IA/text/HF128/id/3083079,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF128.html
1942123,3083151,text,88192,text/html,Introduced,https://legiscan.com/IA/text/HF129/id/3083151,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF129.html
1942238,3083259,text,39036,text/html,Introduced,https://legiscan.com/IA/text/HF130/id/3083259,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF130.html
1941939,3082977,text,70269,text/html,Introduced,https://legiscan.com/IA/text/HF131/id/3082977,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF131.html
1942264,3083284,text,33346,text/html,Introduced,https://legiscan.com/IA/text/HF132/id/3083284,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF132.html
1942628,3083694,text,78568,text/html,Introduced,https://legiscan.com/IA/text/HF133/id/3083694,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF133.html
1942709,3083768,text,23216,text/html,Introduced,https://legiscan.com/IA/text/HF134/id/3083768,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF134.html
1942982,3084121,text,31530,text/html,Introduced,https://legiscan.com/IA/text/HF135/id/3084121,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF135.html
1943005,3084143,text,30928,text/html,Introduced,https://legiscan.com/IA/text/HF136/id/3084143,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF136.html
1943080,3084212,text,46121,text/html,Introduced,https://legiscan.com/IA/text/HF137/id/3084212,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF137.html
1943119,3084247,text,18843,text/html,Introduced,https://legiscan.com/IA/text/HF138/id/3084247,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF138.html
1942889,3084037,text,83421,text/html,Introduced,https://legiscan.com/IA/text/HF139/id/3084037,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF139.html
1942965,3084106,text,197292,text/html,Introduced,https://legiscan.com/IA/text/HF140/id/3084106,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF140.html
1942910,3084056,text,18443,text/html,Introduced,https://legiscan.com/IA/text/HF141/id/3084056,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF141.html
1943047,3084182,text,93370,text/html,Introduced,https://legiscan.com/IA/text/HF142/id/3084182,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF142.html
1943065,3084198,text,103686,text/html,Introduced,https://legiscan.com/IA/text/HF143/id/3084198,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF143.html
1943151,3084275,text,154919,text/html,Introduced,https://legiscan.com/IA/text/HF144/id/3084275,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF144.html
1943151,3091931,text,68630,text/html,Amended,https://legiscan.com/IA/text/HF144/id/3091931,https://www.legis.iowa.gov/docs/publications/LGR/91/attachments/HF144.html
1945670,3087918,text,33659,text/html,Introduced,https://legiscan.com/IA/text/HF145/id/3087918,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF145.html
1945958,3088193,text,20540,text/html,Introduced,https://legiscan.com/IA/text/HF146/id/3088193,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF146.html
1945849,3088087,text,22769,text/html,Introduced,https://legiscan.com/IA/text/HF147/id/3088087,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF147.html
1947778,3090507,text,35164,text/html,Introduced,https://legiscan.com/IA/text/HF148/id/3090507,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF148.html
1947997,3090695,text,33001,text/html,Introduced,https://legiscan.com/IA/text/HF149/id/3090695,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF149.html
1948105,3090789,text,16441,text/html,Introduced,https://legiscan.com/IA/text/HF150/id/3090789,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF150.html
1947915,3090625,text,287516,text/html,Introduced,https://legiscan.com/IA/text/HF151/id/3090625,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF151.html
1947805,3090529,text,57586,text/html,Introduced,https://legiscan.com/IA/text/HF152/id/3090529,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF152.html
1948042,3090735,text,13766,text/html,Introduced,https://legiscan.com/IA/text/HF153/id/3090735,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF153.html
1947821,3090544,text,21114,text/html,Introduced,https://legiscan.com/IA/text/HF154/id/3090544,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF154.html
1948197,3090869,text,12365,text/html,Introduced,https://legiscan.com/IA/text/HF155/id/3090869,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF155.html
1948028,3090722,text,28669,text/html,Introduced,https://legiscan.com/IA/text/HF156/id/3090722,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF156.html
1947927,3090634,text,24564,text/html,Introduced,https://legiscan.com/IA/text/HF157/id/3090634,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF157.html
1948185,3090858,text,14133,text/html,Introduced,https://legiscan.com/IA/text/HF158/id/3090858,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF158.html
1948240,3090907,text,14086,text/html,Introduced,https://legiscan.com/IA/text/HF159/id/3090907,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF159.html
1947965,3090667,text,34165,text/html,Introduced,https://legiscan.com/IA/text/HF160/id/3090667,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF160.html
1947952,3090656,text,31666,text/html,Introduced,https://legiscan.com/IA/text/HF161/id/3090656,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF161.html
1948120,3090801,text,43720,text/html,Introduced,https://legiscan.com/IA/text/HF162/id/3090801,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF162.html
1947736,3090471,text,82065,text/html,Introduced,https://legiscan.com/IA/text/HF163/id/3090471,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF163.html
1947726,3090463,text,13039,text/html,Introduced,https://legiscan.com/IA/text/HF164/id/3090463,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF164.html
1948226,3090893,text,39543,text/html,Introduced,https://legiscan.com/IA/text/HF165/id/3090893,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF165.html
1947748,3090482,text,46322,text/html,Introduced,https://legiscan.com/IA/text/HF166/id/3090482,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF166.html
1947888,3090602,text,23317,text/html,Introduced,https://legiscan.com/IA/text/HF167/id/3090602,https://www.legis.iowa.gov/docs/publications/LGI/91/attachments/HF167.html
